	SV_1	SV_2	SV_3	SV_4	SV_5	SV_6	SV_7	SV_8	SV_9	SV_10	SV_11	SV_12	SV_13	SV_14	SV_15	SV_16	SV_17	SV_18	SV_19	SV_20	SV_21	SV_22	SV_23	SV_24	SV_25	SV_26	SV_27	SV_28	SV_29	SV_30	SV_31	SV_32	SV_33	SV_34	SV_35	SV_36	SV_37	SV_38	SV_39	SV_40	SV_41	SV_42	SV_43	SV_44	SV_45	SV_46	SV_47	SV_48	SV_49	SV_50	SV_51	SV_52	SV_53	SV_54	SV_55	SV_56	SV_57	SV_58	SV_59	SV_60	SV_61	SV_62	SV_63	SV_64	SV_65	SV_66	SV_67	SV_68	SV_69	SV_70	SV_71	SV_72	SV_73	SV_74	SV_75	SV_76	SV_77	SV_78	SV_79	SV_80	SV_81	SV_82	SV_83	SV_84	SV_85	SV_86	SV_87	SV_88	SV_89	SV_90	SV_91	SV_92	SV_93	SV_94	SV_95	SV_96	SV_97	SV_98	SV_99	SV_100	SV_101	SV_102	SV_103	SV_104	SV_105	SV_106	SV_107	SV_108	SV_109	SV_110	SV_111	SV_112	SV_113	SV_114	SV_115	SV_116	SV_117	SV_118	SV_119	SV_120	SV_121	SV_122	SV_123	SV_124	SV_125	SV_126	SV_127	SV_128	SV_129	SV_130	SV_131	SV_132	SV_133	SV_134	SV_135	SV_136	SV_137	SV_138	SV_139	SV_140	SV_141	SV_142	SV_143	SV_144	SV_145	SV_146	SV_147	SV_148	SV_149	SV_150	SV_151	SV_152	SV_153	SV_154	SV_155	SV_156	SV_157	SV_158	SV_159	SV_160	SV_161	SV_162	SV_163	SV_164	SV_165	SV_166	SV_167	SV_168	SV_169	SV_170	SV_171	SV_172	SV_173	SV_174	SV_175	SV_176	SV_177	SV_178	SV_179	SV_180	SV_181	SV_182	SV_183	SV_184	SV_185	SV_186	SV_187	SV_188	SV_189	SV_190	SV_191	SV_192	SV_193	SV_194	SV_195	SV_196	SV_197	SV_198	SV_199	SV_200	SV_201	SV_202	SV_203	SV_204	SV_205	SV_206	SV_207	SV_208	SV_209	SV_210	SV_211	SV_212	SV_213	SV_214	SV_215	SV_216	SV_217	SV_218	SV_219	SV_220	SV_221	SV_222	SV_223	SV_224	SV_225	SV_226	SV_227	SV_228	SV_229	SV_230	SV_231	SV_232	SV_233	SV_234	SV_235	SV_236	SV_237	SV_238	SV_239	SV_240	SV_241	SV_242	SV_243	SV_244	SV_245	SV_246	SV_247	SV_248	SV_249	SV_250	SV_251	SV_252	SV_253	SV_254	SV_255	SV_256	SV_257	SV_258	SV_259	SV_260	SV_261	SV_262	SV_263	SV_264	SV_265	SV_266	SV_267	SV_268	SV_269	SV_270	SV_271	SV_272	SV_273	SV_274	SV_275	SV_276	SV_277	SV_278	SV_279	SV_280	SV_281	SV_282	SV_283	SV_284	SV_285	SV_286	SV_287	SV_288	SV_289	SV_290	SV_291	SV_292	SV_293	SV_294	SV_295	SV_296	SV_297	SV_298	SV_299	SV_300	SV_301	SV_302	SV_303	SV_304	SV_305	SV_306	SV_307	SV_308	SV_309	SV_310	SV_311	SV_312	SV_313	SV_314	SV_315	SV_316	SV_317	SV_318	SV_319	SV_320	SV_321	SV_322	SV_323	SV_324	SV_325	SV_326	SV_327	SV_328	SV_329	SV_330	SV_331	SV_332	SV_333	SV_334	SV_335	SV_336	SV_337	SV_338	SV_339	SV_340	SV_341	SV_342	SV_343	SV_344	SV_345	SV_346	SV_347	SV_348	SV_349	SV_350	SV_351	SV_352	SV_353	SV_354	SV_355	SV_356	SV_357	SV_358	SV_359	SV_360	SV_361	SV_362	SV_363	SV_364	SV_365	SV_366	SV_367	SV_368	SV_369	SV_370	SV_371	SV_372	SV_373	SV_374	SV_375	SV_376	SV_377	SV_378	SV_379	SV_380	SV_381	SV_382	SV_383	SV_384	SV_385	SV_386	SV_387	SV_388	SV_389	SV_390	SV_391	SV_392	SV_393	SV_394	SV_395	SV_396	SV_397	SV_398	SV_399	SV_400	SV_401	SV_402	SV_403	SV_404	SV_405	SV_406	SV_407	SV_408	SV_409	SV_410	SV_411	SV_412	SV_413	SV_414	SV_415	SV_416	SV_417	SV_418	SV_419	SV_420	SV_421	SV_422	SV_423	SV_424	SV_425	SV_426	SV_427	SV_428	SV_429	SV_430	SV_431	SV_432	SV_433	SV_434	SV_435	SV_436	SV_437	SV_438	SV_439	SV_440	SV_441	SV_442	SV_443	SV_444	SV_445	SV_446	SV_447	SV_448	SV_449	SV_450	SV_451	SV_452	SV_453	SV_454	SV_455	SV_456	SV_457	SV_458	SV_459	SV_460	SV_461	SV_462	SV_463	SV_464	SV_465	SV_466	SV_467	SV_468	SV_469
H6_T1_R1	4059	1295	2737	1932	162	1164	3540	956	9	88	0	459	476	284	373	1729	1777	627	1316	49	1053	2297	520	1768	1419	72	581	1933	0	244	929	0	0	0	67	0	2431	0	255	357	1525	74	22	61	463	217	0	0	51	13	6	0	119	316	17	0	291	127	7	0	0	129	92	0	108	880	0	0	8	0	0	744	0	386	0	1538	0	47	54	0	0	0	0	0	0	0	0	5	12	0	44	184	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	114	0	0	0	0	0	0	164	0	0	0	0	0	142	0	102	0	0	0	0	22	0	0	0	62	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	73	0	45	0	121	0	0	0	0	0	0	0	0	0	0	0	63	24	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6_T1_R2	2088	4853	3182	3768	457	1882	4074	499	17	121	0	304	233	1169	1170	6856	401	2849	2272	123	85	111	640	2055	328	71	392	346	234	452	176	54	72	596	0	0	268	37	97	301	0	247	34	0	185	135	0	92	0	0	0	0	208	0	0	0	87	54	37	0	21	200	0	0	62	9	75	0	0	1856	0	0	0	499	0	429	106	0	93	0	0	0	0	0	0	0	0	86	80	0	0	231	0	0	0	0	302	0	33	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	25	0	0	47	0	110	0	0	0	0	0	0	29	0	0	0	0	0	308	0	0	0	0	0	63	0	0	0	0	0	0	185	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	96	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
H6_T1_R3	2334	6552	2876	5817	1121	864	1034	489	18	284	0	324	868	1180	451	1364	267	588	226	0	93	120	893	0	126	119	660	662	120	312	111	0	0	126	545	108	893	0	114	339	0	347	926	1821	754	0	149	39	849	0	0	0	163	352	0	0	239	0	0	494	255	336	0	0	152	0	0	0	58	544	0	165	0	0	0	0	52	0	462	0	0	0	99	88	0	0	0	0	0	0	0	61	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	525	48	0	0	0	0	0	0	157	729	18	0	0	0	0	0	0	787	0	0	0	303	0	346	0	0	0	0	0	0	58	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	88	0	0	0	0	0	0	0	0	76	0	0	0	0	0	29	0	0	0	98	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6_T2_R1	3213	9824	7237	1561	338	3421	634	442	0	72	0	357	2298	555	2445	274	584	552	122	478	59	45	445	302	884	115	190	0	531	651	46	522	492	332	0	215	1567	94	159	0	0	516	21	56	92	17	0	46	0	0	0	97	385	217	0	0	0	21	36	170	0	85	0	0	66	58	0	20	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	359	0	0	0	227	213	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	509	5	18	20	0	0	105	0	0	0	0	78	0	0	0	67	0	111	0	0	0	0	56	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	92	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	84	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
H6_T2_R2	4475	1910	2144	1166	1234	1969	1430	1634	0	199	0	819	988	476	619	1042	1110	297	296	68	1812	1063	963	272	163	2193	272	278	286	480	580	0	0	69	0	388	354	35	240	104	199	93	120	29	171	0	62	165	246	0	0	252	126	154	0	0	128	334	38	82	0	67	0	0	168	0	304	62	76	0	0	0	0	0	0	0	100	0	69	0	0	0	0	143	0	0	0	2	14	0	0	82	0	0	0	0	0	0	4	0	0	0	82	0	53	0	0	0	0	0	0	0	0	279	0	0	311	136	0	10	0	0	867	0	0	0	39	0	0	0	0	267	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
H6_T2_R3	4724	2408	807	1620	1965	1681	1142	1357	0	4117	0	2416	277	749	217	768	632	927	0	194	371	455	903	20	211	472	265	330	993	146	99	0	0	685	36	150	1276	87	249	0	931	132	78	55	33	0	666	0	67	0	0	99	0	60	0	0	272	0	84	206	0	97	565	68	86	0	87	0	122	0	0	13	0	0	211	0	90	63	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	39	0	0	0	32	125	0	0	0	594	127	0	0	56	0	0	0	68	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	33	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6_T3_R1	5075	4881	3100	1241	456	642	1229	1021	198	37	0	782	1680	140	690	623	419	4936	2309	0	70	69	749	0	876	474	823	198	1992	297	60	721	736	25	0	189	0	0	241	690	0	277	71	125	224	0	0	0	0	0	0	69	169	141	0	0	112	79	0	38	806	77	148	150	73	0	0	0	0	0	75	206	0	0	262	0	36	78	0	0	0	0	0	0	0	0	0	174	155	0	0	62	0	0	0	0	0	0	45	67	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23	0	32	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6_T3_R2	5536	2005	3506	4246	1138	1195	674	1015	0	48	0	7667	700	259	943	176	190	420	554	32	3489	1293	938	111	232	268	1059	179	107	812	81	0	0	67	244	298	0	0	283	137	0	107	0	0	12	0	0	0	50	0	0	51	189	93	73	128	118	0	47	0	42	228	0	0	74	0	0	32	59	0	0	0	0	95	0	0	0	0	41	0	0	0	0	0	0	0	0	14	18	0	0	0	92	0	0	0	250	0	0	0	0	0	0	0	404	0	0	0	0	0	0	75	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
H6_T3_R3	3137	1568	4250	1718	1517	598	2139	705	0	71	0	285	553	533	605	401	1664	1083	741	1127	590	245	551	319	511	999	694	335	218	224	55	559	531	73	327	77	356	413	148	192	139	82	74	17	870	0	0	90	147	468	0	37	247	83	0	0	198	18	0	79	57	99	0	28	0	0	0	25	90	0	0	0	176	0	0	0	0	0	25	215	0	0	0	0	0	169	0	83	167	0	82	96	207	0	315	0	0	10	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	3	14	19	0	0	0	0	0	0	0	123	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_T1_R1	7047	1622	4395	3056	2003	1208	1036	2159	0	277	0	130	2134	2656	3440	1551	180	979	827	40	993	205	679	358	568	451	252	883	160	119	133	22	24	64	157	0	51	0	348	0	0	81	120	808	50	38	96	230	42	188	0	1747	222	72	106	0	146	40	26	779	45	177	0	41	199	166	44	40	103	0	0	0	0	172	0	0	70	0	23	0	0	0	0	0	0	99	0	5	8	0	37	0	0	0	633	0	0	0	96	60	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	5	0	17	0	0	0	0	0	0	76	0	88	0	0	178	111	0	0	0	0	143	0	184	0	0	0	0	0	0	0	0	81	12	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	48	0	0	0	0	0	0	0	1	0	0	0	0	87	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_T1_R2	6530	2982	3667	3580	3828	2656	1213	1205	40	641	0	395	1015	213	477	1405	247	160	606	92	104	41	443	3260	385	1043	194	417	928	60	49	120	130	576	0	69	1586	32	329	1335	0	159	473	1282	41	57	204	0	93	0	0	679	201	88	0	0	359	0	137	792	0	212	0	0	128	10	49	118	205	0	0	33	33	0	0	155	151	60	0	0	156	0	0	0	0	0	0	28	47	50	0	64	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	788	0	0	0	1	0	196	6	756	108	0	0	0	392	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	467	0	0	76	266	0	0	0	0	0	0	76	367	54	0	0	0	24	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	83	43	0	80	0	0	0	0	0	0	21	0	0	0	0	0	0	183	0	0	88	0	0	0	0	55	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	6	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	60	0	148	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_T1_R3	5171	2944	3167	972	421	881	3523	2913	41	424	0	171	1383	552	1960	492	379	1738	822	0	343	671	758	2036	867	745	1188	650	565	155	246	0	0	588	210	1339	0	0	261	191	138	135	62	75	68	16	128	221	0	0	0	292	167	142	0	0	116	242	62	93	24	49	0	1931	185	158	0	0	0	836	0	225	0	0	728	0	43	1129	0	0	0	0	514	0	0	15	0	3	9	0	0	160	75	0	56	0	0	0	18	182	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	104	0	0	8	0	0	53	37	0	63	0	3	0	0	0	0	0	0	0	0	127	76	0	0	0	0	65	0	0	0	0	0	343	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
